"kp_id","id","id_concatenado","region","site","addres","pais","state","city","horario","prioritario","criticidad","inmueble","hrequerimientos","horasxdias","mes"
"544","64","64-PRINCIPAL-ALSC","NORTE","ENSENADA","AV. LOPEZ MATEOS ,1306 ,LOCAL 18 EDIF. PRONAF,ENTRE ESPINOZA Y MAR COL.CENTRO","MEXICO","BAJA CALIFORNIA","ENSENADA","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"545","64","64-PRINCIPAL-CERYS","NORTE","ENSENADA","AV. LOPEZ MATEOS ,1306 ,LOCAL 18 EDIF. PRONAF,ENTRE ESPINOZA Y MAR COL.CENTRO","MEXICO","BAJA CALIFORNIA","ENSENADA","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"546","64","64-PRINCIPAL-SLCTI","NORTE","ENSENADA","AV. LOPEZ MATEOS ,1306 ,LOCAL 18 EDIF. PRONAF,ENTRE ESPINOZA Y MAR COL.CENTRO","MEXICO","BAJA CALIFORNIA","ENSENADA","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"547","65","65-SUBSEDE:ALVARADO-ALAF","NORTE","ENSENADA","ALVARADO , 465  ENTRE CALLE 4TA Y CALLE 5TA COL. ZONA CENTRO C.P. 22800","MEXICO","BAJA CALIFORNIA","ENSENADA","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"548","74","74-SUBSEDE:RYERSON-ALJ","NORTE","ENSENADA","AV. RYERSON , 101  ENTRE CALLE 1A. COL. CENTRO C.P. 22800","MEXICO","BAJA CALIFORNIA","ENSENADA","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"549","147","147-PRINCIPAL-ALAF","NORTE","GUADALUPE","CARRETERA MIGUEL ALEMAN KM. 8.4 , 6345 COL. RIVERAS DE LA PURISIMA","MEXICO","NUEVO LEON","GUADALUPE","LV0900-1800","Si","Local","1","LV0700-1900","12","Julio"
"550","147","147-PRINCIPAL-ALJ","NORTE","GUADALUPE","CARRETERA MIGUEL ALEMAN KM. 8.4 , 6345 COL. RIVERAS DE LA PURISIMA","MEXICO","NUEVO LEON","GUADALUPE","LV0900-1800","Si","Local","1","LV0700-1900","12","Julio"
"551","147","147-PRINCIPAL-ALR","NORTE","GUADALUPE","CARRETERA MIGUEL ALEMAN KM. 8.4 , 6345 COL. RIVERAS DE LA PURISIMA","MEXICO","NUEVO LEON","GUADALUPE","LV0900-1800","Si","Local","1","LV0700-1900","12","Julio"
"552","147","147-PRINCIPAL-ALSC","NORTE","GUADALUPE","CARRETERA MIGUEL ALEMAN KM. 8.4 , 6345 COL. RIVERAS DE LA PURISIMA","MEXICO","NUEVO LEON","GUADALUPE","LV0800-1800","Si","Local","1","LV0700-1900","12","Julio"
"553","147","147-PRINCIPAL-ARACE DEL NORESTE","NORTE","GUADALUPE","CARRETERA MIGUEL ALEMAN KM. 8.4 , 6345 COL. RIVERAS DE LA PURISIMA","MEXICO","NUEVO LEON","GUADALUPE (HACIENDA DE GUADALUPE, LA)","LV0900-1800","Si","Local","1","LV0700-1900","12","Julio"
"554","147","147-PRINCIPAL-CERYS","NORTE","GUADALUPE","CARRETERA MIGUEL ALEMAN KM. 8.4 , 6345 COL. RIVERAS DE LA PURISIMA","MEXICO","NUEVO LEON","GUADALUPE","LV0900-1800","Si","Local","1","LV0700-1900","12","Julio"
"555","147","147-PRINCIPAL-SLCTI","NORTE","GUADALUPE","CARRETERA MIGUEL ALEMAN KM. 8.4 , 6345 COL. RIVERAS DE LA PURISIMA","MEXICO","NUEVO LEON","GUADALUPE","LV0700-1900","Si","Local","1","LV0700-1900","12","Julio"
"556","338","338-TRIARA SHCP-VPN-DATA CENTER","NORTE","GUADALUPE","LIBRAMIENTO SANTA ROSA #111, COL. FUTURO APODACA","MEXICO","NUEVO LEON","APODACA","LD0000-2400","No","NA","2","LD0000-2400","24","Julio"
"557","403","403-PRINCIPAL-CCN/AGCTI","NORTE","GUADALUPE","CARRETERA MIGUEL ALEMAN KM. 8.4 , 6345 COL. RIVERAS DE LA PURISIMA","MEXICO","NUEVO LEON","GUADALUPE","LD0000-2400","Si","Local","1","LD0000-2400","24","Julio"
"558","168","168-SECCION:AEROPUERTO GUAYMAS-ADUANA","NORTE","GUAYMAS","CARRETERA INTERNACIONAL SAN JOSE DE GUAYMAS , S/N C.P. 85509","MEXICO","SONORA","GUAYMAS","LD0700-1900","No","NA","2","LD0700-1900","12","Julio"
"559","48","48-PRINCIPAL-ADUANA","NORTE","GUAYMAS","AV. AQUILES SERDAN , S/N  CALLE 26 Y ESQUINA COL. CENTRO","MEXICO","SONORA","GUAYMAS","LV0800-1700","No","NA","2","LV0800-1700","9","Julio"
"560","87","87-SECCION:AEROPUERTO CD.OBREGON-ADUANA","NORTE","GUAYMAS","CARRETERA INTERNACIONAL 15 , S/N  SOBRE TRAMO OBREGON-NAVOJOA","MEXICO","SONORA","CD. OBREGON","LD0600-2000","No","NA","2","LD0600-2000","14","Julio"
"561","88","88-SECCION:AEROPUERTO HERMOSILLO-ADUANA","NORTE","GUAYMAS","BLVD. GARCIA MORALES KM.9.5 ,S/N  APTO GRAL. IGNACIO PESQUEIRA, C.P.83229","MEXICO","SONORA","HERMOSILLO","LD0600-2300","No","NA","2","LD0600-2300","17","Julio"
"562","89","89-RECINTO FISCAL PORTUARIO-ADUANA GUAYMAS","NORTE","GUAYMAS","INTERIOR RECINTO PORTUARIO ZONA FRANCA , S/N  COL. PUNTA DE ARENA C.P. 85400","MEXICO","SONORA","GUAYMAS","LD1200-2400","No","NA","2","LD1200-2400","12","Julio"
"563","2070","2070-BODEGA:HERMOSILLO-CERYS","NORTE","HERMOSILLO","CALLE SALAMANCA ESQ. CARTONERA # 101, COL. LAS AMAPOLAS, C.P. 83020","MEXICO","SONORA","HERMOSILLO","LV0900-1800","#N/A","#N/A","0","#N/A","#N/","Julio"
"564","348","348-SUBSEDE:CABORCA-MFS","NORTE","HERMOSILLO","AV. G (LUIS BARREDA) , 66 , ESTE, ENTRE CALLE 1 Y CALLE 2 COL. CENTRO C.P. 83600","MEXICO","SONORA","CABORCA","LV0800-1800","No","NA","3","LV0800-1800","10","Julio"
"565","489","489-ADMON. REGIONAL DE EVALUACION HERMOSILLO-PRINCIPAL","NORTE","HERMOSILLO","PASEO RIO SONORA CENTRO DE GOBIERNO, ED. SONORA PISO2 COL. VILLA DE SERIS, HILLO, SON.","MEXICO","SONORA","HERMOSILLO","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"566","60","60-PRINCIPAL-ALAF","NORTE","HERMOSILLO","BLVD PASEO RIO SONORA SUR, CENTRO DE GOBIERNO EDIF HERMOSILLO, 1ER PISO COL.VILLA DE SERIS","MEXICO","SONORA","HERMOSILLO","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"567","60","60-PRINCIPAL-ALJ","NORTE","HERMOSILLO","BLVD. PASEO RIO SONORA SUR, CENTRO DE GOBIERNO. EDIF. HERMOSILLO, PB, COL.VILLA DE SERIS","MEXICO","SONORA","HERMOSILLO","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"568","60","60-PRINCIPAL-ALR","NORTE","HERMOSILLO","BLVD. PASEO RIO SONORA SUR, CENTRO DE GOBIERNO. EDIF. HERMOSILLO, PB, COL.VILLA DE SERIS","MEXICO","SONORA","HERMOSILLO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"569","60","60-PRINCIPAL-ALSC","NORTE","HERMOSILLO","BLVD. PASEO RIO SONORA SUR, CENTRO DE GOBIERNO. EDIF. HERMOSILLO, PB, COL.VILLA DE SERIS","MEXICO","SONORA","HERMOSILLO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"570","60","60-PRINCIPAL-CERYS","NORTE","HERMOSILLO","BLVD PASEO RIO SONORA SUR, CENTRO DE GOBIERNO EDIF HERMOSILLO, 1ER PISO COL.VILLA DE SERIS","MEXICO","SONORA","HERMOSILLO","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"571","60","60-PRINCIPAL-SLCTI","NORTE","HERMOSILLO","BLVD. PASEO RIO SONORA SUR, CENTRO DE GOBIERNO. EDIF. HERMOSILLO, PB, COL.VILLA DE SERIS","MEXICO","SONORA","HERMOSILLO","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"572","537","537-SUBSEDE HERMOSILLO-ARACE DEL PACIFICO NORTE","NORTE","HERMOSILLO","PASEO RIO SONORA, EDIFICIO GRAN PLAZA, LOCAL 206, COL. VILLA DE SERIS, CP.83280","MEXICO","SONORA","HERMOSILLO","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"573","2004","2004-SALA AEROPUERTO LOS CABOS-ADUANA","NORTE","LA PAZ","CARR.TRANSPENINSULAR KM.43.5, AEROPUERTO DE SAN JOSE DEL CABO, (SALA AEROPUERTO)","MEXICO","BAJA CALIFORNIA SUR","SAN JOSE DEL CABO","LD0700-2100","No","NA","3","LD0700-2100","14","Julio"
"574","2072","2072-BODEGA:LA PAZ","NORTE","LA PAZ","C.NUEVA SN,E/A.SERD?N Y CARR.TRANSPENINSULAR, FRAC.LAS GARZAS,COL.PUESTA DEL SOL,CP 23090","MEXICO","BAJA CALIFORNIA SUR","LA PAZ","LV0900-1800","No","NA","3","LV0900-1800","9","Julio"
"575","372","372-SECCION:AEROPUERTO LA PAZ-ADUANA","NORTE","LA PAZ","CARRETERA TRANSPENINSULAR KM. 13 , S/N , COL. EJIDO CHAMETLA C.P. 23205","MEXICO","BAJA CALIFORNIA SUR","LA PAZ","LD0530-2300","No","NA","2","LD0530-2300","17.","Julio"
"576","427","427-ALMACEN FISCAL:LA PAZ AEROPUERTO-ADUANA","NORTE","LA PAZ","CARR.TRANSPENINSULAR KM.13, AEROPUERTO INTERNACIONAL GRAL.MANUEL MARQUEZ DE LEO (ALM. FIS)","MEXICO","BAJA CALIFORNIA SUR","LA PAZ","LV0800-2000","No","NA","3","LV0800-2000","12","Julio"
"577","428","428-SECCION:CABO SAN LUCAS-ADUANA","NORTE","LA PAZ","BLVD.LOMAS DEL SOL Y CAMINO AL APTO SN,INT.AERODROMO,COL.MESA COLORADA 3A. ETAPA","MEXICO","BAJA CALIFORNIA SUR","CABO SAN LUCAS","LV0500-1800","No","NA","3","LV0500-1800","13","Julio"
"578","50.1","50.1-PRINCIPAL-ADUANA","NORTE","LA PAZ","ALVARO OBREGON #320, E IGNACIO BA?UELOS, COL.CENTRO (ADUANA)","MEXICO","BAJA CALIFORNIA SUR","LA PAZ","LV0800-1900","No","NA","2","LV0800-1900","11","Julio"
"579","50.2","50.2-PRINCIPAL-ALAF","NORTE","LA PAZ","ALVARO OBREGON #320, E IGNACIO BA?UELOS, COL.CENTRO (LOCAL)","MEXICO","BAJA CALIFORNIA SUR","LA PAZ","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"580","50.2","50.2-PRINCIPAL-ALJ","NORTE","LA PAZ","ALVARO OBREGON #320, E IGNACIO BA?UELOS, COL.CENTRO (LOCAL)","MEXICO","BAJA CALIFORNIA SUR","LA PAZ","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"581","50.2","50.2-PRINCIPAL-ALR","NORTE","LA PAZ","ALVARO OBREGON #320, E IGNACIO BA?UELOS, COL.CENTRO (LOCAL)","MEXICO","BAJA CALIFORNIA SUR","LA PAZ","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"582","50.2","50.2-PRINCIPAL-ALSC","NORTE","LA PAZ","ALVARO OBREGON #320, E IGNACIO BA?UELOS, COL.CENTRO (LOCAL)","MEXICO","BAJA CALIFORNIA SUR","LA PAZ","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"583","50.2","50.2-PRINCIPAL-CERYS","NORTE","LA PAZ","ALVARO OBREGON #320, E IGNACIO BA?UELOS, COL.CENTRO (LOCAL)","MEXICO","BAJA CALIFORNIA SUR","LA PAZ","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"584","50.2","50.2-PRINCIPAL-SLCTI","NORTE","LA PAZ","ALVARO OBREGON #320, E IGNACIO BA?UELOS, COL.CENTRO (LOCAL)","MEXICO","BAJA CALIFORNIA SUR","LA PAZ","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"585","521","521-SUBSEDE:CD.CONSTITUCION-ALR","NORTE","LA PAZ","C. FRANCISCO I.MADERO NO.36 ENTRE BENITO JU?REZ E IGNACIO ZARAGOZA, COL.CENTRO,C.P.23600","MEXICO","BAJA CALIFORNIA SUR","CD. CONSTITUCION","LV0900-1800","No","NA","3","LV0900-1800","9","Julio"
"586","81","81-SECCION:PICHILINGUE-ADUANA","NORTE","LA PAZ","CARRETERA LA PAZ-PICHILINGUE KM. 17, PUERTO COMERCIAL DE PICHILINGUE , S/N  C.P. 23010","MEXICO","BAJA CALIFORNIA SUR","LA PAZ","DMAR0900-2100  LMV0900-1700  J0900-1900  S0900-2300","No","NA","2","LD0900-2100","12","Julio"
"587","82","82-SECCION:SANTA ROSALIA-ADUANA","NORTE","LA PAZ","CARRETERA TRANSPENINSULAR AL NORTE KM. 0,S/N  SANTA ROSALIA,MUNICIPIO DE MULEGE C.P.23920","MEXICO","BAJA CALIFORNIA SUR","SANTA ROSALIA","LV0800-1600","No","NA","2","LV0800-1600","8","Julio"
"588","83","83-SECCION:AEROPUERTO S.J CABO-ADUANA","NORTE","LA PAZ","CARRETERA TRANSPENINSULAR KM. 43.5 , S/N COL. AEROPUERTO SAN JOSE DEL CABO C.P. 23400","MEXICO","BAJA CALIFORNIA SUR","SAN JOSE DEL CABO","LV0800-1700","No","NA","2","LV0800-1700","9","Julio"
"589","84","84-SECCION:AEROPUERTO DE LORETO-ADUANA","NORTE","LA PAZ","CARRETERA TRANSPENINSULAR KM. 2 , S/N AEROPUERTO INTERNACIONAL DE LORETO","MEXICO","BAJA CALIFORNIA SUR","LORETO","LD0700-1900","No","NA","2","LD0700-1900","12","Julio"
"590","86","86-SECCION:LOS OLIVOS-ADUANA","NORTE","LA PAZ","BOULEVARD 5 DE FEBRERO 1650 COL. LOS OLIVOS, ENTRE CALLE DURANGO Y MEXICO, LA PAZ.","MEXICO","BAJA CALIFORNIA SUR","LA PAZ","LV0800-1600","No","NA","2","LV0800-1600","8","Julio"
"591","86","86-SECCION:LOS OLIVOS-ADUANA","NORTE","LA PAZ","BOULEVARD 5 DE FEBRERO 1650 COL. LOS OLIVOS, ENTRE CALLE DURANGO Y MEXICO, LA PAZ.","MEXICO","BAJA CALIFORNIA SUR","LA PAZ","LV0800-1600","No","NA","2","LV0800-1600","8","Julio"
"592","341","341-PRINCIPAL-ALAF","NORTE","LOS CABOS","HIDALGO ENTRE L?PEZ MATEOS Y CAMINO AL FARO, MANZANA 168, LOTES 8 Y 9 S/N, COL, MATAMOROS","MEXICO","BAJA CALIFORNIA SUR","CABO SAN LUCAS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"593","341","341-PRINCIPAL-ALJ","NORTE","LOS CABOS","HIDALGO ENTRE LOPEZ MATEOS Y CAMINO AL FARO, MANZANA 168, LOTES 8 Y 9 S/N, COL, MATAMOROS","MEXICO","BAJA CALIFORNIA SUR","CABO SAN LUCAS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"594","341","341-PRINCIPAL-ALR","NORTE","LOS CABOS","HIDALGO ENTRE L?PEZ MATEOS Y CAMINO AL FARO, MANZANA 168, LOTES 8 Y 9 S/N, COL, MATAMOROS","MEXICO","BAJA CALIFORNIA SUR","CABO SAN LUCAS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"595","341","341-PRINCIPAL-ALSC","NORTE","LOS CABOS","HIDALGO ENTRE LOPEZ MATEOS Y CAMINO AL FARO, MANZANA 168, LOTES 8 Y 9 S/N, COL, MATAMOROS","MEXICO","BAJA CALIFORNIA SUR","CABO SAN LUCAS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"596","341","341-PRINCIPAL-CERYS","NORTE","LOS CABOS","HIDALGO ENTRE LOPEZ MATEOS Y CAMINO AL FARO, MANZANA 168, LOTES 8 Y 9 S/N, COL, MATAMOROS","MEXICO","BAJA CALIFORNIA SUR","CABO SAN LUCAS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"597","341","341-PRINCIPAL-SLCTI","NORTE","LOS CABOS","HIDALGO ENTRE LOPEZ MATEOS Y CAMINO AL FARO, MANZANA 168, LOTES 8 Y 9 S/N, COL, MATAMOROS","MEXICO","BAJA CALIFORNIA SUR","CABO SAN LUCAS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"598","69","69-PRINCIPAL-ALJ","NORTE","LOS MOCHIS","ALVARO OBREGON #1908 PONIENTE, CENTRO COMERCIAL GALERIAS CASAS GRANDES, COL. CENTRO","MEXICO","SINALOA","LOS MOCHIS","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"599","69","69-PRINCIPAL-ALR","NORTE","LOS MOCHIS","ALVARO OBREGON #1908 PONIENTE, CENTRO COMERCIAL GALERIAS CASAS GRANDES, COL. CENTRO","MEXICO","SINALOA","LOS MOCHIS","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"600","69","69-PRINCIPAL-ALSC","NORTE","LOS MOCHIS","ALVARO OBREGON #1908 PONIENTE, CENTRO COMERCIAL GALERIAS CASAS GRANDES, COL. CENTRO","MEXICO","SINALOA","LOS MOCHIS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"601","69","69-PRINCIPAL-CERYS","NORTE","LOS MOCHIS","ALVARO OBREGON #1908 PONIENTE, CENTRO COMERCIAL GALERIAS CASAS GRANDES, COL. CENTRO","MEXICO","SINALOA","LOS MOCHIS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"602","69","69-PRINCIPAL-SLCTI","NORTE","LOS MOCHIS","ALVARO OBREGON #1908 PONIENTE, CENTRO COMERCIAL GALERIAS CASAS GRANDES, COL. CENTRO","MEXICO","SINALOA","LOS MOCHIS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"603","70","70-SUBSEDE:LOS MOCHIS ALAF-ALAF","NORTE","LOS MOCHIS","BLVD. ANTONIO ROSALES , 805 , NORTE, ESQ. BENJAMIN JONSHTON COL. SKALLY C.P. 81240","MEXICO","SINALOA","LOS MOCHIS","LV0900-1800","No","NA","2","LV0800-1800","10","Julio"
"604","70","70-SUBSEDE:LOS MOCHIS ALAF-CERYS","NORTE","LOS MOCHIS","BLVD. ANTONIO ROSALES , 805 , NORTE, ESQ. BENJAMIN JONSHTON COL. SKALLY","MEXICO","SINALOA","LOS MOCHIS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"605","70","70-SUBSEDE:LOS MOCHIS ALAF-SLCTI","NORTE","LOS MOCHIS","BLVD. ANTONIO ROSALES , 805 , NORTE, ESQ. BENJAMIN JONSHTON COL. SKALLY","MEXICO","SINALOA","LOS MOCHIS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"606","96","96-SUBSEDE:GUASAVE-ALAF","NORTE","LOS MOCHIS","VICENTE GUERRERO , 668  ENTRE DR. DE LA TORRE Y CUAUHTEMOC COL. CENTRO","MEXICO","SINALOA","GUASAVE","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"607","96","96-SUBSEDE:GUASAVE-ALR","NORTE","LOS MOCHIS","VICENTE GUERRERO , 668  ENTRE DR. DE LA TORRE Y CUAUHTEMOC COL. CENTRO C.P. 81000","MEXICO","SINALOA","GUASAVE","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"608","96","96-SUBSEDE:GUASAVE-ALSC","NORTE","LOS MOCHIS","VICENTE GUERRERO , 668  ENTRE DR. DE LA TORRE Y CUAUHTEMOC COL. CENTRO","MEXICO","SINALOA","GUASAVE","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"609","96","96-SUBSEDE:GUASAVE-SLCTI","NORTE","LOS MOCHIS","VICENTE GUERRERO , 668  ENTRE DR. DE LA TORRE Y CUAUHTEMOC COL. CENTRO","MEXICO","SINALOA","GUASAVE","LV0900-1800","No","NA","2","LV0900-1800","9","Julio"
"610","1082","1082-MODULO:SAN FERNANDO MAF-MAF","NORTE","MATAMOROS","HIDALGO S/N ESQ. CON BENITO JUAREZ.","MEXICO","TAMAULIPAS","SAN FERNANDO","LV0800-1800","No","NA","3","LV0800-1800","10","Julio"
"611","125","125-MODULO:CENTRAL AUTOBUSES MATAM-ADUANA","NORTE","MATAMOROS","CANALES , S/N , CENTRAL CAMIONERA, ENTRE LUIS AGUILAR COL. MODERNA C.P. 87360","MEXICO","TAMAULIPAS","MATAMOROS","LD0000-2400","Si","Aduana","2","LD0000-2400","24","Julio"
"612","141","141-PRINCIPAL-ADUANA","NORTE","MATAMOROS","ACCION CIVICA , S/N  ENTRE ESQ. DIVISION DEL NORTE COL. DOCTORES C.P. 87460","MEXICO","TAMAULIPAS","MATAMOROS","LD0600-2400","Si","Aduana","2","LD0600-2400","18","Julio"
"613","152","152-PRINCIPAL-ALAF","NORTE","MATAMOROS","PROLONGACION CALIXTO DE AYALA , 202  COL. INDUSTRIAL","MEXICO","TAMAULIPAS","MATAMOROS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"614","152","152-PRINCIPAL-ALJ","NORTE","MATAMOROS","PROLONGACION CALIXTO DE AYALA , 202  COL. INDUSTRIAL","MEXICO","TAMAULIPAS","MATAMOROS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"615","152","152-PRINCIPAL-ALR","NORTE","MATAMOROS","PROLONGACION CALIXTO DE AYALA , 202  COL. INDUSTRIAL","MEXICO","TAMAULIPAS","MATAMOROS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"616","152","152-PRINCIPAL-ALSC","NORTE","MATAMOROS","PROLONGACION CALIXTO DE AYALA , 202  COL. INDUSTRIAL","MEXICO","TAMAULIPAS","MATAMOROS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"617","152","152-PRINCIPAL-CERYS","NORTE","MATAMOROS","PROLONGACION CALIXTO DE AYALA , 202  COL. INDUSTRIAL","MEXICO","TAMAULIPAS","MATAMOROS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"618","152","152-PRINCIPAL-SLCTI","NORTE","MATAMOROS","PROLONGACION CALIXTO DE AYALA , 202  COL. INDUSTRIAL","MEXICO","TAMAULIPAS","MATAMOROS","LV0800-1800","No","NA","2","LV0800-1800","10","Julio"
"619","176","176-SECCION:LUCIO BLANCO-ADUANA","NORTE","MATAMOROS","CARRETERA FEDERAL MATAMOROS-REYNOSA KM. 35 , S/N  COL. EJIDO LUCIO BLANCO C.P. 87300","MEXICO","TAMAULIPAS","MATAMOROS","LD0600-2400","Si","Aduana","2","LD0600-2400","18","Julio"
"620","178","178-SECCION:PUENTE VIEJO MATAMOROS-ADUANA","NORTE","MATAMOROS","AV. LAS AMERICAS , S/N  ENTRE AV. ALVARO OBREGON COL. MODERNA C.P. 87300","MEXICO","TAMAULIPAS","MATAMOROS","LD0000-2400","Si","Aduana","2","LD0000-2400","24","Julio"
"621","206","206-PUENTE:PUERTA MEXICO PTE.NVO-ADUANA","NORTE","MATAMOROS","AV. ALVARO OBREGON , S/N  COL. JARDIN C.P. 87330","MEXICO","TAMAULIPAS","MATAMOROS","LD0000-2400","Si","Aduana","2","LD0000-2400","24","Julio"
"622","373","373-SECCION:AEROPUERTO MATAMOROS-ADUANA","NORTE","MATAMOROS","CARRETERA A CD. VICTORIA KM. 9.5 , S/N ,, COL. EJIDO EL GALANE?O C.P. 87560","MEXICO","TAMAULIPAS","MATAMOROS","LD0700-2400","Si","Aduana","2","LD0700-2400","17","Julio"
"623","387","387-GARITA DE INTERNACI?N KM. 59 LAS YESCAS","NORTE","MATAMOROS","CARRETERA MATAMOROS - SAN FERNANDO KM. 59, EJIDO EL MOQUETITO. MATAMOROS","MEXICO","TAMAULIPAS","MATAMOROS","LD0000-2400","Si","Aduana","2","LD0000-2400","24","Julio"
"624","412","412-MODULO:MATAMOROS CITEV-ADUANA","NORTE","MATAMOROS","CALLE GALEANA Y 14, COL. FERROCARRIL","MEXICO","TAMAULIPAS","MATAMOROS","LD0600-2200","Si","Aduana","3","LD0600-2200","16","Julio"
"625","1063","1063-SUBSEDE:ROSARIO MAF-MAF","NORTE","MAZATLAN","20 DE NOVIEMBRE, INT. UNIDAD ADMINISTRATIVA","MEXICO","SINALOA","EL ROSARIO","LV0900-1800","No","NA","3","LV0900-1800","9","Julio"
"626","2080","2080-BODEGA:MAZATLAN FLORES-CERYS","NORTE","MAZATLAN","ANGEL FLORES #1420, COL.CENTRO","MEXICO","SINALOA","MAZATLAN","LV0900-1700","No","NA","3","LV0900-1700","8","Julio"
"627","370","370-SECCION:AEROPUERTO LOS MOCHIS-ADUANA","NORTE","MAZATLAN","CARR. LOS MOCHIS-TOPOLOBAMPO KM. 12.5 C.P. 81570, AHOME SINALOA","MEXICO","SINALOA","LOS MOCHIS","LD0700-2100","No","NA","2","LD0700-2100","14","Julio"
"628","371","371-SECCION:AEROPUPERTO MAZATLAN-ADUANA","NORTE","MAZATLAN","CARR. INTERNACIONAL AL SUR S/N APTO INTER. DE MAZATLAN, C.P. 82269, MAZATLAN SINALOA","MEXICO","SINALOA","MAZATLAN","LD0800-2300","No","NA","2","LD0800-2300","15","Julio"
"629","52","52-PRINCIPAL-ALAF","NORTE","MAZATLAN","VENUSTIANO CARRANZA , 107 , SUR, ESQ. MIGUEL ALEMAN COL. CENTRO C.P. 82000","MEXICO","SINALOA","MAZATLAN","LV0900-1800","No","NA","2","LV0830-1800","9.5","Julio"
"630","52","52-PRINCIPAL-ALJ","NORTE","MAZATLAN","VENUSTIANO CARRANZA #107, SUR, PB, ESQ. MIGUEL ALEMAN, COL. CENTRO","MEXICO","SINALOA","MAZATLAN","LV0900-1800","No","NA","2","LV0830-1800","9.5","Julio"
"631","52","52-PRINCIPAL-ALR","NORTE","MAZATLAN","VENUSTIANO CARRANZA #107, SUR, PB, ESQ. MIGUEL ALEMAN, COL. CENTRO","MEXICO","SINALOA","MAZATLAN","LV0900-1800","No","NA","2","LV0830-1800","9.5","Julio"
"632","52","52-PRINCIPAL-CERYS","NORTE","MAZATLAN","VENUSTIANO CARRANZA #107, SUR, PB, ESQ. MIGUEL ALEMAN, COL. CENTRO","MEXICO","SINALOA","MAZATLAN","LV0900-1800","No","NA","2","LV0830-1800","9.5","Julio"
"633","52","52-PRINCIPAL-SLCTI","NORTE","MAZATLAN","VENUSTIANO CARRANZA #107, SUR, PB, ESQ. MIGUEL ALEMAN, COL. CENTRO","MEXICO","SINALOA","MAZATLAN","LV0830-1800","No","NA","2","LV0830-1800","9.5","Julio"
"634","78","78-SECCION:AEROPUERTO CULIACAN-ADUANA","NORTE","MAZATLAN","CARRETERA A NAVOLATO KM. 4.5 , S/N  COL. BACHILAGUATO C.P. 81370","MEXICO","SINALOA","CULIACAN","LD0700-2300","No","NA","2","LD0700-2300","16","Julio"
"635","79","79-SECCION:TOPOLOBAMPO-ADUANA","NORTE","MAZATLAN","ACCESO AL PARQUE INDUSTRIAL PESQUERO, S/N, COL. TOPOLOBAMBO C.P. 81370","MEXICO","SINALOA","TOPOLOBAMPO","LV0800-1700","No","NA","2","LV0800-1700","9","Julio"
"636","80","80-PRINCIPAL-ADUANA","NORTE","MAZATLAN","EMILIO BARRAGAN , S/N   COL. LAZARO CARDENAS C.P. 82000","MEXICO","SINALOA","MAZATLAN","LV0800-1900","No","NA","2","LV0800-1900","11","Julio"
